ciqual_code,name_fr,group_name_fr,subgroup_name_fr,carbs_raw,carbs_g_100g,carbs_qualifier
13039,"Pomme, chair et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,6",11.6,exact
13040,"Pomelo (dit Pamplemousse), chair sans peau, sans pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,"5,92",5.92,exact
13041,"Prune Reine-Claude, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"16,4",16.4,exact
13043,"Pêche, chair et peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"7,55",7.55,exact
13044,"Raisin blanc, à gros grain (type Italia ou Dattier), cru","fruits, légumes, légumineuses et oléagineux",fruits,"16,6",16.6,exact
13045,"Raisin noir, cru","fruits, légumes, légumineuses et oléagineux",fruits,"15,6",15.6,exact
13047,"Rhubarbe, tige, crue","fruits, légumes, légumineuses et oléagineux",fruits,"1,12",1.12,exact
13054,"Carambole, chair et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"3,83",3.83,exact
13055,"Cerise acérola, chair et peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"6,59",6.59,exact
13056,"Anone ou chérimole, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"15,4",15.4,exact
13061,"Feijoa, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"8,2",8.2,exact
13063,"Figue de Barbarie, chair et peau, avec pépins, crue","fruits, légumes, légumineuses et oléagineux",fruits,"9,79",9.79,exact
13066,"Kaki, chair et peau, cru","fruits, légumes, légumineuses et oléagineux",fruits,"14,3",14.3,exact
13067,"Citron vert ou lime, chair sans peau, sans pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,"3,14",3.14,exact
13071,"Mûre noire (du mûrier), crue","fruits, légumes, légumineuses et oléagineux",fruits,"8,1",8.1,exact
13077,"Ramboutan ou rambutan, chair sans peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,20,20,exact
13080,"Tamarin, fruit mûr, chair sans peau, avec pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,"57,4",57.4,exact
13083,"Goyave, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"9,02",9.02,exact
13085,"Pomme Canada, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,6",11.6,exact
13086,"Pomme Golden, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,7",11.7,exact
13100,"Prune, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"9,92",9.92,exact
13101,"Raisin Chasselas, cru","fruits, légumes, légumineuses et oléagineux",fruits,"16,9",16.9,exact
13110,"Griotte, crue","fruits, légumes, légumineuses et oléagineux",fruits,"10,6",10.6,exact
13113,"Canneberge ou cranberry, crue","fruits, légumes, légumineuses et oléagineux",fruits,"7,6",7.6,exact
13121,"Pomme Granny Smith, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,4",11.4,exact
13122,"Pomme Granny Smith, chair et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"10,7",10.7,exact
13125,"Citron, zeste, cru","fruits, légumes, légumineuses et oléagineux",fruits,"5,4",5.4,exact
13126,"Sureau, baie, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,4",11.4,exact
13132,"Myrtille, surgelée, crue","fruits, légumes, légumineuses et oléagineux",fruits,"8,9",8.9,exact
13134,"Salade de fruits, crue","fruits, légumes, légumineuses et oléagineux",fruits,18,18,exact
13136,"Framboise, surgelée, crue","fruits, légumes, légumineuses et oléagineux",fruits,7,7,exact
13148,"Nectarine ou brugnon, jaune, chair et peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,3",11.3,exact
13149,"Nectarine ou brugnon, blanche, chair et peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,4",11.4,exact
13150,"Mûre (de ronce), surgelée, crue","fruits, légumes, légumineuses et oléagineux",fruits,"10,7",10.7,exact
13179,"Pomelo (dit Pamplemousse) jaune, chair sans peau, sans pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,"7,31",7.31,exact
13180,"Pomelo (dit Pamplemousse) rose, chair sans peau, sans pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,"6,2",6.2,exact
13188,"Poire Conférence, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,4",11.4,exact
13189,"Poire Williams, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,5",11.5,exact
13190,"Pomme Chantecler, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,2",11.2,exact
13191,"Pomme Gala, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"11,9",11.9,exact
13192,"Pomme Pink lady, chair sans peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"12,8",12.8,exact
13193,"Pêche blanche, chair et peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"9,48",9.48,exact
13194,"Pêche blanche, chair sans peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"9,63",9.63,exact
13195,"Pêche jaune, chair sans peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"9,8",9.8,exact
13395,Raisin cru (aliment moyen),"fruits, légumes, légumineuses et oléagineux",fruits,"16,3",16.3,exact
13396,"Pomme, chair sans peau, crue (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"11,9",11.9,exact
13397,"Poire, chair, crue (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"11,4",11.4,exact
13398,"Pêche, chair sans peau, sans noyau, crue (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"9,74",9.74,exact
13399,"Nectarine ou brugnon, chair et peau, sans noyau, crue (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"11,3",11.3,exact
13499,"Fruit du jacquier ou jacque, chair sans peau, cru","fruits, légumes, légumineuses et oléagineux",fruits,"20,6",20.6,exact
13523,"Datte du désert, chair et peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"31,3",31.3,exact
13529,"Dourian ou durian, chair sans peau, sans noyau, cru","fruits, légumes, légumineuses et oléagineux",fruits,"23,3",23.3,exact
13547,"Kaki de brousse, fruit, cru","fruits, légumes, légumineuses et oléagineux",fruits,"17,1",17.1,exact
13549,"Kumquat, chair et peau, sans pépin, cru","fruits, légumes, légumineuses et oléagineux",fruits,"9,6",9.6,exact
13552,"Longan, chair sans peau, sans noyau, cru","fruits, légumes, légumineuses et oléagineux",fruits,14,14,exact
13564,"Nèfle du Japon, chair et peau, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"9,9",9.9,exact
13583,"Prune violette, sans noyau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"9,6",9.6,exact
13614,"Pamplemousse chinois, chair sans peau, sans pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,"7,14",7.14,exact
13620,"Pomme Golden, chair et peau, crue","fruits, légumes, légumineuses et oléagineux",fruits,"12,8",12.8,exact
13621,"Raisin noir Muscat, cru","fruits, légumes, légumineuses et oléagineux",fruits,20,20,exact
13742,"Melon miel ou melon honeydew, chair sans peau, sans pépins, cru","fruits, légumes, légumineuses et oléagineux",fruits,"4,3",4.3,exact
13997,"Fruits rouges, crus (framboises, fraises, groseilles, cassis)","fruits, légumes, légumineuses et oléagineux",fruits,7,7,exact
13999,Fruit cru (aliment moyen),"fruits, légumes, légumineuses et oléagineux",fruits,"12,1",12.1,exact
13038,"Compote de pomme, préemballée","fruits, légumes, légumineuses et oléagineux",fruits,"25,8",25.8,exact
13119,"Pruneau, sans noyau, cuit","fruits, légumes, légumineuses et oléagineux",fruits,-,,missing
13129,"Compote, tout type de fruits, allégée en sucres, préemballée, rayon frais","fruits, légumes, légumineuses et oléagineux",fruits,"14,7",14.7,exact
13151,"Compote de pomme, allégée en sucres, rayon ambiant","fruits, légumes, légumineuses et oléagineux",fruits,"15,1",15.1,exact
13152,"Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes), préemballé, rayon ambiant","fruits, légumes, légumineuses et oléagineux",fruits,"20,6",20.6,exact
13153,"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés"", rayon ambiant","fruits, légumes, légumineuses et oléagineux",fruits,"13,3",13.3,exact
13154,"Spécialité de fruits, tout type de fruits, sucrée (mélange chairs et/ou purées de fruits, mais toujours avec autre ingrédient), préemballée, rayon ambiant","fruits, légumes, légumineuses et oléagineux",fruits,"16,5",16.5,exact
13174,"Spécialité de fruits, tout type de fruits, sans sucres ajoutés (mélange chairs et/ou purées de fruits, mais toujours avec autre ingrédient), préemballée, rayon ambiant","fruits, légumes, légumineuses et oléagineux",fruits,"12,7",12.7,exact
13175,"Pomme, chair sans peau, rôtie/cuite au four","fruits, légumes, légumineuses et oléagineux",fruits,"12,9",12.9,exact
13176,"Pomme, chair sans peau, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",fruits,"11,2",11.2,exact
13185,"Compote ou assimilé, tout type de fruits, sans précision sur la teneur en sucres (allégée en sucres ou non, sans sucres ajoutés…) ni sur le rayon (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"19,1",19.1,exact
13187,"Purée de pommes, type ""compote sans sucres ajoutés"", rayon ambiant","fruits, légumes, légumineuses et oléagineux",fruits,"11,6",11.6,exact
13199,"Compote, tout type de fruits autres que pomme seule, allégée en sucres, préemballée, rayon ambiant","fruits, légumes, légumineuses et oléagineux",fruits,"15,4",15.4,exact
13203,"Rhubarbe, tige, cuite","fruits, légumes, légumineuses et oléagineux",fruits,"1,35",1.35,exact
13204,"Compote de pêche, préemballée","fruits, légumes, légumineuses et oléagineux",fruits,"24,9",24.9,exact
13205,"Compote d'abricot, préemballée","fruits, légumes, légumineuses et oléagineux",fruits,"24,1",24.1,exact
13206,"Compote de rhubarbe, préemballée","fruits, légumes, légumineuses et oléagineux",fruits,"25,8",25.8,exact
13207,"Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes), préemballé, rayon frais","fruits, légumes, légumineuses et oléagineux",fruits,"17,7",17.7,exact
13208,"Spécialité de fruits divers, sucrée (mélange chairs et/ou purées de fruits, mais toujours avec autre ingrédient), préemballée, rayon frais","fruits, légumes, légumineuses et oléagineux",fruits,"18,2",18.2,exact
13209,"Spécialité de fruits, tout type de fruits, sans sucres ajoutés (mélange chairs et/ou purées de fruits, mais toujours avec autre ingrédient), préemballée, rayon frais","fruits, légumes, légumineuses et oléagineux",fruits,"12,2",12.2,exact
13210,"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés"", préemballée, rayon frais","fruits, légumes, légumineuses et oléagineux",fruits,"12,7",12.7,exact
13211,"Compote, autres fruits, préemballée","fruits, légumes, légumineuses et oléagineux",fruits,"23,9",23.9,exact
13212,"Compote de pomme, sans précision sur la teneur en sucres ni sur le rayon (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"22,4",22.4,exact
13213,"Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes), préemballé, sans précision sur le rayon (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"19,4",19.4,exact
13214,"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés"", sans précision sur le rayon (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"13,3",13.3,exact
13215,"Spécialité de fruits, tout type de fruits, (mélange chairs et/ou purées de fruits, mais toujours avec autre ingrédient), sans précision sur la teneur en sucres ni sur le rayon (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"16,5",16.5,exact
13704,"Abricot au sirop (sans précision sur léger ou classique), appertisé, égoutté (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"15,5",15.5,exact
13705,"Macédoine ou cocktail ou salade de fruits, au sirop (sans précision sur léger ou classique), appertisé, égouttée (aliment moyen)","fruits, légumes, légumineuses et oléagineux",fruits,"15,2",15.2,exact
13706,"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits,"16,8",16.8,exact
13707,"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits,"17,8",17.8,exact
13708,"Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits,"13,7",13.7,exact
13709,"Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits,14,14,exact
13712,"Abricot au sirop léger, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits,"13,5",13.5,exact
13713,"Abricot au sirop léger, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits,14,14,exact
13714,"Abricot au sirop, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits,16,16,exact
13715,"Abricot au sirop, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits,"16,3",16.3,exact
13716,"Ananas au jus d'ananas, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits,"12,9",12.9,exact
13717,"Ananas au jus d'ananas, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits,"12,9",12.9,exact
13718,"Ananas au sirop léger, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits,"15,3",15.3,exact
13719,"Ananas au sirop léger, appertisé, non égoutté","fruits, légumes, légumineuses et oléagineux",fruits,"15,6",15.6,exact
13724,"Litchi, chair sans peau, sans noyau,  au sirop léger, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",fruits,"14,3",14.3,exact
13730,"Pêche, sans noyau, au sirop léger, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",fruits,"13,5",13.5,exact
13731,"Pêche, sans noyau, au sirop léger, appertisée, non égouttée","fruits, légumes, légumineuses et oléagineux",fruits,14,14,exact
13734,"Poire au sirop léger, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",fruits,"13,9",13.9,exact
13735,"Poire au sirop léger, appertisée, non égouttée","fruits, légumes, légumineuses et oléagineux",fruits,"14,5",14.5,exact
13001,"Abricot, dénoyauté, sec","fruits, légumes, légumineuses et oléagineux",fruits,"59,1",59.1,exact
13011,"Datte, chair et peau, sans noyau, sèche","fruits, légumes, légumineuses et oléagineux",fruits,"64,7",64.7,exact
13013,"Figue, sèche","fruits, légumes, légumineuses et oléagineux",fruits,55,55,exact
13042,"Pruneau, sans noyau, sec","fruits, légumes, légumineuses et oléagineux",fruits,"55,4",55.4,exact
